,name,rating,Sector,Ownership,high_rating_values,bad_rating_factor,Review,Salary_comments,Interview_Q,Jobs,Job_link,Photos,Employee_count,Age
8370,Simple Logic IT,4.4,IT Services & Consulting , 15 years old ,"Company Culture, Work Satisfaction, Work Life Balance",NA,98,612,https://www.ambitionbox.com/interviews/simple-logic-it-interview-questions,16,https://www.ambitionbox.com/jobs/simple-logic-it-jobs,https://www.ambitionbox.com/photos/simple-logic-it-photos, 201-500 Employees , 15 years old 
8371,Futures First info Services,4.0,Financial Services , 20 years old ,"Salary & Benefits, Company Culture","Job Security, Work Life Balance, Promotions / Appraisal",95,803,https://www.ambitionbox.com/interviews/futures-first-info-services-pvt-interview-questions,11,https://www.ambitionbox.com/jobs/futures-first-info-services-pvt-jobs,https://www.ambitionbox.com/photos/futures-first-info-services-pvt-photos, 501-1k Employees (Global) , 20 years old 
8372,Bizbox Publishing,2.6,IT Services & Consulting , New Delhi +5 more,"Promotions / Appraisal, Skill Development / Learning, Job Security",NA,95,326,https://www.ambitionbox.com/interviews/bizbox-publishing-interview-questions,4,https://www.ambitionbox.com/jobs/bizbox-publishing-jobs,https://www.ambitionbox.com/photos/bizbox-publishing-photos, 201-500 Employees , 201-500 Employees 
8373,Colgate Global Business Services,4.0,IT Services & Consulting , Mumbai +2 more,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,94,721,https://www.ambitionbox.com/interviews/colgate-global-business-services-interview-questions,--,https://www.ambitionbox.com/jobs/colgate-global-business-services-jobs,https://www.ambitionbox.com/photos/colgate-global-business-services-photos, 201-500 Employees , 201-500 Employees 
8374,Auriga IT Consulting Private Limited,4.6,IT Services & Consulting , 14 years old ,"Company Culture, Work Life Balance, Job Security",NA,93,319,https://www.ambitionbox.com/interviews/auriga-it-interview-questions,5,https://www.ambitionbox.com/jobs/auriga-it-jobs,https://www.ambitionbox.com/photos/auriga-it-photos, 201-500 Employees , 14 years old 
8375,India Post Payments Bank,4.0,Banking , Central ,"Job Security, Work Life Balance, Salary & Benefits",Promotions / Appraisal,91,523,https://www.ambitionbox.com/interviews/india-post-payments-bank-interview-questions,--,https://www.ambitionbox.com/jobs/india-post-payments-bank-jobs,https://www.ambitionbox.com/photos/india-post-payments-bank-photos, 51-200 Employees , Central 
8376,Precision Group,3.8,IT Services & Consulting , Chennai +28 more,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",NA,91,981,https://www.ambitionbox.com/interviews/precision-group-interview-questions,--,https://www.ambitionbox.com/jobs/precision-group-jobs,https://www.ambitionbox.com/photos/precision-group-photos, 1k-5k Employees , 1k-5k Employees 
8377,Kserve Bpo,3.6,BPO , 21 years old ,"Promotions / Appraisal, Salary & Benefits, Job Security",NA,90,384,https://www.ambitionbox.com/interviews/kserve-bpo-interview-questions,1,https://www.ambitionbox.com/jobs/kserve-bpo-jobs,https://www.ambitionbox.com/photos/kserve-bpo-photos, 51-200 Employees , 21 years old 
8378,21K School,3.9,EdTech , Startup ,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Job Security",89,203,https://www.ambitionbox.com/interviews/21k-school-interview-questions,4,https://www.ambitionbox.com/jobs/21k-school-jobs,https://www.ambitionbox.com/photos/21k-school-photos, 501-1k Employees , 4 years old 
8379,Viney Corporation,3.9,Auto Components , Public ,"Promotions / Appraisal, Salary & Benefits",NA,89,536,https://www.ambitionbox.com/interviews/viney-corporation-interview-questions,--,https://www.ambitionbox.com/jobs/viney-corporation-jobs,https://www.ambitionbox.com/photos/viney-corporation-photos, 501-1k Employees , 35 years old 
8380,Guardian Healthcare Services,3.7,Fitness & Wellness , 8 years old ,"Job Security, Promotions / Appraisal, Salary & Benefits",NA,88,464,https://www.ambitionbox.com/interviews/guardian-healthcare-services-interview-questions,10,https://www.ambitionbox.com/jobs/guardian-healthcare-services-jobs,https://www.ambitionbox.com/photos/guardian-healthcare-services-photos, 501-1k Employees , 8 years old 
8381,Damac Properties,3.5,Real Estate , 22 years old ,"Promotions / Appraisal, Job Security, Work Satisfaction",NA,88,430,https://www.ambitionbox.com/interviews/damac-properties-interview-questions,--,https://www.ambitionbox.com/jobs/damac-properties-jobs,https://www.ambitionbox.com/photos/damac-properties-photos, 1k-5k Employees (Global) , 22 years old 
8382,Reliable Spaces,3.0,Real Estate , 20 years old ,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",NA,88,378,https://www.ambitionbox.com/interviews/reliable-spaces-interview-questions,--,https://www.ambitionbox.com/jobs/reliable-spaces-jobs,https://www.ambitionbox.com/photos/reliable-spaces-photos, 51-200 Employees , 20 years old 
8383,Kreate Energy,3.7,Power , 27 years old ,Work Life Balance,"Salary & Benefits, Promotions / Appraisal",88,365,https://www.ambitionbox.com/interviews/kreate-energy-interview-questions,8,https://www.ambitionbox.com/jobs/kreate-energy-jobs,https://www.ambitionbox.com/photos/kreate-energy-photos, 51-200 Employees , 27 years old 
8384,FIL Industries,3.8,Chemicals , 35 years old ,"Promotions / Appraisal, Salary & Benefits",NA,87,542,https://www.ambitionbox.com/interviews/fil-industries-ltd-interview-questions,--,https://www.ambitionbox.com/jobs/fil-industries-ltd-jobs,https://www.ambitionbox.com/photos/fil-industries-ltd-photos, 51-200 Employees , 35 years old 
8385,Specsmakers Opticians,3.9,Retail , 17 years old ,"Company Culture, Salary & Benefits, Job Security",NA,87,496,https://www.ambitionbox.com/interviews/specsmakers-opticians-interview-questions,11,https://www.ambitionbox.com/jobs/specsmakers-opticians-jobs,https://www.ambitionbox.com/photos/specsmakers-opticians-photos, 501-1k Employees , 17 years old 
8386,Media NV,4.8,Ahmedabad,NA,"Work Life Balance, Work Satisfaction, Company Culture",NA,87,49,https://www.ambitionbox.com/interviews/media-nv-interview-questions,--,https://www.ambitionbox.com/jobs/media-nv-jobs,https://www.ambitionbox.com/photos/media-nv-photos,NA,NA
8387,Indivillage Tech Solutions,3.6,IT Services & Consulting , 15 years old ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",NA,87,433,https://www.ambitionbox.com/interviews/indivillage-tech-solutions-interview-questions,--,https://www.ambitionbox.com/jobs/indivillage-tech-solutions-jobs,https://www.ambitionbox.com/photos/indivillage-tech-solutions-photos, 51-200 Employees , 15 years old 
8388,Basware,4.2,IT Services & Consulting , 39 years old ,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning",87,740,https://www.ambitionbox.com/interviews/basware-interview-questions,1,https://www.ambitionbox.com/jobs/basware-jobs,https://www.ambitionbox.com/photos/basware-photos, 501-1k Employees , 39 years old 
8389,Shivashakti Bio Technologies,4.0,Biotechnology , 28 years old ,"Job Security, Company Culture, Work Satisfaction",NA,86,350,https://www.ambitionbox.com/interviews/shivashakti-bio-technologies-interview-questions,--,https://www.ambitionbox.com/jobs/shivashakti-bio-technologies-jobs,https://www.ambitionbox.com/photos/shivashakti-bio-technologies-photos, 1k-5k Employees , 28 years old 
8390,Unayur Marketing,4.5,Healthcare , 13 years old ,"Salary & Benefits, Company Culture, Work Satisfaction",NA,86,265,https://www.ambitionbox.com/interviews/unayur-marketing-interview-questions,--,https://www.ambitionbox.com/jobs/unayur-marketing-jobs,https://www.ambitionbox.com/photos/unayur-marketing-photos, 201-500 Employees , 13 years old 
8391,Howe Engineering Projects,4.3,Engineering & Construction , 58 years old ,"Work Life Balance, Salary & Benefits, Work Satisfaction",NA,86,505,https://www.ambitionbox.com/interviews/howe-engineering-projects-interview-questions,--,https://www.ambitionbox.com/jobs/howe-engineering-projects-jobs,https://www.ambitionbox.com/photos/howe-engineering-projects-photos, 201-500 Employees (Global) , 58 years old 
8392,Integral University,4.1,Education & Training , 20 years old ,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,86,330,https://www.ambitionbox.com/interviews/integral-university-interview-questions,--,https://www.ambitionbox.com/jobs/integral-university-jobs,https://www.ambitionbox.com/photos/integral-university-photos, 501-1k Employees , 20 years old 
8393,Indovision Services,4.1,IT Services & Consulting , 12 years old ,"Promotions / Appraisal, Salary & Benefits",NA,86,552,https://www.ambitionbox.com/interviews/indovision-services-interview-questions,1,https://www.ambitionbox.com/jobs/indovision-services-jobs,https://www.ambitionbox.com/photos/indovision-services-photos, 501-1k Employees , 12 years old 
8394,SPEC INDIA,4.6,IT Services & Consulting , 37 years old ,"Work Life Balance, Company Culture, Salary & Benefits",NA,86,380,https://www.ambitionbox.com/interviews/spec-india-interview-questions,6,https://www.ambitionbox.com/jobs/spec-india-jobs,https://www.ambitionbox.com/photos/spec-india-photos, 201-500 Employees , 37 years old 
8395,Louis Dreyfus Company,3.9,Agriculture , 27 years old ,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,86,162,https://www.ambitionbox.com/interviews/louis-dreyfus-company-interview-questions,13,https://www.ambitionbox.com/jobs/louis-dreyfus-company-jobs,https://www.ambitionbox.com/photos/louis-dreyfus-company-photos, 501-1k Employees , 27 years old 
8396,Sri Mookambika Infosolutions,4.0,IT Services & Consulting , 18 years old ,"Salary & Benefits, Work Life Balance, Company Culture",NA,86,561,https://www.ambitionbox.com/interviews/sri-mookambika-infosolutions-interview-questions,--,https://www.ambitionbox.com/jobs/sri-mookambika-infosolutions-jobs,https://www.ambitionbox.com/photos/sri-mookambika-infosolutions-photos, 501-1k Employees , 18 years old 
8397,Sharayu Toyota,4.4,Automobile , 14 years old ,"Work Life Balance, Company Culture, Work Satisfaction",NA,86,345,https://www.ambitionbox.com/interviews/sharayu-toyota-interview-questions,13,https://www.ambitionbox.com/jobs/sharayu-toyota-jobs,https://www.ambitionbox.com/photos/sharayu-toyota-photos, 5k-10k Employees , 14 years old 
8398,Ashida Electronics,3.6,Electronics Manufacturing , 54 years old ,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",85,473,https://www.ambitionbox.com/interviews/ashida-electronics-interview-questions,6,https://www.ambitionbox.com/jobs/ashida-electronics-jobs,https://www.ambitionbox.com/photos/ashida-electronics-photos, 201-500 Employees , 54 years old 
8399,Mindspace Outsourcing Services,4.2,51-200 Employees ,NA,"Skill Development / Learning, Work Satisfaction, Job Security",NA,85,249,https://www.ambitionbox.com/interviews/mindspace-outsourcing-services-interview-questions,1,https://www.ambitionbox.com/jobs/mindspace-outsourcing-services-jobs,https://www.ambitionbox.com/photos/mindspace-outsourcing-services-photos, Jaipur +1 more,51-200 Employees 
8400,Cybertech Systems & Software,3.9,IT Services & Consulting , 29 years old ,"Job Security, Skill Development / Learning, Company Culture",NA,85,861,https://www.ambitionbox.com/interviews/cybertech-systems-and-software-ltd-dot-interview-questions,5,https://www.ambitionbox.com/jobs/cybertech-systems-and-software-ltd-dot-jobs,https://www.ambitionbox.com/photos/cybertech-systems-and-software-ltd-dot-photos, 201-500 Employees , 29 years old 
8401,Ashida Electronics,3.6,Electronics Manufacturing , 54 years old ,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",85,473,https://www.ambitionbox.com/interviews/ashida-electronics-interview-questions,6,https://www.ambitionbox.com/jobs/ashida-electronics-jobs,https://www.ambitionbox.com/photos/ashida-electronics-photos, 201-500 Employees , 54 years old 
8402,Della Group,3.5,Architecture & Interior Design , 28 years old ,Work Life Balance,NA,84,265,https://www.ambitionbox.com/interviews/della-group-interview-questions,--,https://www.ambitionbox.com/jobs/della-group-jobs,https://www.ambitionbox.com/photos/della-group-photos, 501-1k Employees , 28 years old 
8403,BL Lifesciences,3.6,Medical Equipment , 40 years old ,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",84,430,https://www.ambitionbox.com/interviews/bl-lifesciences-interview-questions,--,https://www.ambitionbox.com/jobs/bl-lifesciences-jobs,https://www.ambitionbox.com/photos/bl-lifesciences-photos, 51-200 Employees , 40 years old 
8404,Tekshapers Software Solutions,3.3,IT Services & Consulting , 15 years old ,"Promotions / Appraisal, Salary & Benefits, Company Culture",NA,84,691,https://www.ambitionbox.com/interviews/tekshapers-software-solutions-interview-questions,6,https://www.ambitionbox.com/jobs/tekshapers-software-solutions-jobs,https://www.ambitionbox.com/photos/tekshapers-software-solutions-photos, 201-500 Employees , 15 years old 
8405,Brihanmumbai Electric Supply And Transport,4.3,Urban Transport , 151 years old ,"Job Security, Company Culture, Work Satisfaction",NA,84,257,https://www.ambitionbox.com/interviews/brihanmumbai-electric-supply-and-transport-interview-questions,--,https://www.ambitionbox.com/jobs/brihanmumbai-electric-supply-and-transport-jobs,https://www.ambitionbox.com/photos/brihanmumbai-electric-supply-and-transport-photos, 51-200 Employees , 151 years old 
8406,SS Construction,4.4,Engineering & Construction , 46 years old ,"Skill Development / Learning, Work Satisfaction, Company Culture",NA,84,664,https://www.ambitionbox.com/interviews/ss-construction-interview-questions,--,https://www.ambitionbox.com/jobs/ss-construction-jobs,https://www.ambitionbox.com/photos/ss-construction-photos, 51-200 Employees , 46 years old 
8407,PICL,3.9,Semiconductors , 30 years old ,"Job Security, Salary & Benefits, Promotions / Appraisal",NA,83,413,https://www.ambitionbox.com/interviews/picl-interview-questions,--,https://www.ambitionbox.com/jobs/picl-jobs,https://www.ambitionbox.com/photos/picl-photos, 51-200 Employees , 30 years old 
8408,V2soft,4.0,IT Services & Consulting , 26 years old ,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning",83,997,https://www.ambitionbox.com/interviews/v2soft-interview-questions,52,https://www.ambitionbox.com/jobs/v2soft-jobs,https://www.ambitionbox.com/photos/v2soft-photos, 51-200 Employees , 26 years old 
8409,Surya Hospital,3.9,Healthcare , 32 years old ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",NA,83,544,https://www.ambitionbox.com/interviews/surya-hospital-interview-questions,6,https://www.ambitionbox.com/jobs/surya-hospital-jobs,https://www.ambitionbox.com/photos/surya-hospital-photos, 501-1k Employees , 32 years old 
8410,Bal Bharati Public School,4.0,Education & Training , Noida +18 more,"Work Life Balance, Job Security, Salary & Benefits",NA,82,323,https://www.ambitionbox.com/interviews/bal-bharati-public-school-interview-questions,--,https://www.ambitionbox.com/jobs/bal-bharati-public-school-jobs,https://www.ambitionbox.com/photos/bal-bharati-public-school-photos, 32 years old , 32 years old 
8411,NCL Alltek & Seccolor,3.8,Furniture & Furnishing , 35 years old ,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",82,384,https://www.ambitionbox.com/interviews/ncl-alltek-and-seccolor-interview-questions,--,https://www.ambitionbox.com/jobs/ncl-alltek-and-seccolor-jobs,https://www.ambitionbox.com/photos/ncl-alltek-and-seccolor-photos, 51-200 Employees , 35 years old 
